year_month,state,district,pincode,risk_category,risk_reason,anomaly_score,total_activity,trend_status,policy_recommendation
2025-12,west bengal,puruliya,723212,CRITICAL,Unusual activity spike (>50% increase),-0.1767098205425307,3825.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,uttar pradesh,rampur,243701,CRITICAL,Unusual activity spike (>50% increase),-0.1767034941534794,5035.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,uttar pradesh,shahjahanpur,242221,CRITICAL,No specific concerns,-0.17668707098872438,5036.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-12,madhya pradesh,indore,452002,CRITICAL,No specific concerns,-0.17663970515168392,4772.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-12,maharashtra,latur,413517,CRITICAL,Sharp decline in activity (>30% drop),-0.17660456967856075,4385.0,DECLINING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,ambedkar nagar,224190,CRITICAL,Unusual activity spike (>50% increase),-0.17659645895839982,3070.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,west bengal,murshidabad,742135,CRITICAL,No specific concerns,-0.1765842509657578,3983.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-11,uttar pradesh,gautam buddha nagar,203207,CRITICAL,Unusual activity spike (>50% increase),-0.17658244970682613,4111.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,telangana,mahabubnagar,509001,CRITICAL,Unusual activity spike (>50% increase),-0.17657903703783584,3916.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,haryana,rewari,123401,CRITICAL,No specific concerns,-0.17651461173769323,3979.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-11,madhya pradesh,neemuch,458441,CRITICAL,Unusual activity spike (>50% increase),-0.17651105034328218,3469.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,gujarat,surat,394107,CRITICAL,No specific concerns,-0.17639639838070975,4041.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-09,chhattisgarh,surguja,497001,CRITICAL,Unusual activity spike (>50% increase),-0.17631879541405293,4737.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,rajasthan,sirohi,307026,CRITICAL,Unusual activity spike (>50% increase),-0.17630944954386885,3414.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,chhattisgarh,mahasamund,493558,CRITICAL,Unusual activity spike (>50% increase),-0.1762746789528945,5258.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,bihar,samastipur,848117,CRITICAL,Unusual activity spike (>50% increase),-0.17625622580813272,4128.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,bihar,east champaran,845301,CRITICAL,Unusual activity spike (>50% increase),-0.17622851859966404,4456.0,SURGING,Maintain current service levels; can serve as model regions
2025-10,uttar pradesh,bareilly,243201,CRITICAL,Sharp decline in activity (>30% drop),-0.17620455979938232,3718.0,DECLINING,Maintain current service levels; can serve as model regions
2025-10,maharashtra,jalna,431203,CRITICAL,Sharp decline in activity (>30% drop),-0.1761594752008656,3739.0,DECLINING,Maintain current service levels; can serve as model regions
2025-09,west bengal,malda,732201,CRITICAL,Unusual activity spike (>50% increase),-0.1761273153791093,3256.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,chhattisgarh,kondagaon,494226,CRITICAL,Unusual activity spike (>50% increase),-0.17608388401330366,3662.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,uttar pradesh,basti,272002,CRITICAL,No specific concerns,-0.17606739720141196,4162.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-12,bihar,katihar,855102,CRITICAL,No specific concerns,-0.17603367549915494,5874.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-12,bihar,nalanda,803107,CRITICAL,No specific concerns,-0.175932665813187,4595.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-09,chhattisgarh,bastar,494001,CRITICAL,Unusual activity spike (>50% increase),-0.17575483837328154,4278.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,allahabad,212306,CRITICAL,Unusual activity spike (>50% increase),-0.17574417549398735,3691.0,SURGING,Maintain current service levels; can serve as model regions
2025-05,andhra pradesh,y. s. r,516004,CRITICAL,No biometric updates recorded; No new enrollments recorded; Unusual activity spike (>50% increase),-0.17573219754834202,480.0,SURGING,Plan for increased update demand in 3-5 years
2025-11,haryana,mewat,122508,CRITICAL,No specific concerns,-0.17571872808551314,6131.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-10,uttar pradesh,varanasi,221001,CRITICAL,Sharp decline in activity (>30% drop),-0.1757160576652982,3858.0,DECLINING,Maintain current service levels; can serve as model regions
2025-09,west bengal,paschim medinipur,721127,CRITICAL,Unusual activity spike (>50% increase),-0.1756847050961059,3115.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,meerut,250401,CRITICAL,Unusual activity spike (>50% increase),-0.1756710340830443,3696.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,west bengal,howrah,711316,CRITICAL,Unusual activity spike (>50% increase),-0.17565751862945977,3042.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,allahabad,212106,CRITICAL,Unusual activity spike (>50% increase),-0.17564868623257845,3681.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,uttar pradesh,kasganj,207242,CRITICAL,Unusual activity spike (>50% increase),-0.17561483167676273,4489.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,maharashtra,beed,431127,CRITICAL,Unusual activity spike (>50% increase),-0.17554865753051974,4991.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,maharashtra,hingoli,431702,CRITICAL,Unusual activity spike (>50% increase),-0.17551994427998419,5000.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,bihar,sitamarhi,843317,CRITICAL,Unusual activity spike (>50% increase),-0.17538410768643575,3638.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,bihar,west champaran,845106,CRITICAL,Unusual activity spike (>50% increase),-0.17516691173162868,5720.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,chhattisgarh,balod,491771,CRITICAL,No specific concerns,-0.17514992801655138,3968.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,gorakhpur,273209,CRITICAL,Unusual activity spike (>50% increase),-0.174980865666431,3410.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,telangana,vikarabad,509336,CRITICAL,Unusual activity spike (>50% increase),-0.17494878671323544,2048.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,bihar,west champaran,845105,CRITICAL,No specific concerns,-0.17494713879185586,5967.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-09,west bengal,murshidabad,742201,CRITICAL,Unusual activity spike (>50% increase),-0.17486777010696053,3293.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,kerala,wayanad,673579,CRITICAL,Unusual activity spike (>50% increase),-0.1748072442209455,2171.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,bihar,siwan,841226,CRITICAL,No specific concerns,-0.1747872224447411,4780.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-12,gujarat,banaskantha,385001,CRITICAL,Unusual activity spike (>50% increase),-0.17477816175198801,4133.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,uttar pradesh,gautam buddha nagar,203207,CRITICAL,No specific concerns,-0.17474332988725128,3919.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-09,delhi,east delhi,110091,CRITICAL,Unusual activity spike (>50% increase),-0.17469857769286234,4439.0,SURGING,Maintain current service levels; can serve as model regions
2025-10,bihar,katihar,855113,CRITICAL,Sharp decline in activity (>30% drop),-0.17466135455425735,4095.0,DECLINING,Maintain current service levels; can serve as model regions
2025-09,west bengal,uttar dinajpur,733209,CRITICAL,Unusual activity spike (>50% increase),-0.17457272231568233,3322.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,maharashtra,hingoli,431702,CRITICAL,No specific concerns,-0.1745431753906117,4250.0,STABLE,Maintain current service levels; can serve as model regions
2025-10,maharashtra,hingoli,431513,CRITICAL,No specific concerns,-0.17450651916112148,4865.0,STABLE,Maintain current service levels; can serve as model regions
2025-12,maharashtra,aurangabad,431103,CRITICAL,Sharp decline in activity (>30% drop),-0.17447593617131907,4118.0,DECLINING,Maintain current service levels; can serve as model regions
2025-09,maharashtra,buldhana,444303,CRITICAL,Unusual activity spike (>50% increase),-0.17447368309318512,3214.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,maharashtra,jalna,431204,CRITICAL,Unusual activity spike (>50% increase),-0.17444442703526453,4736.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,maharashtra,amravati,444709,CRITICAL,Unusual activity spike (>50% increase),-0.17441282128875735,4252.0,SURGING,Maintain current service levels; can serve as model regions
2025-10,uttar pradesh,hardoi,241001,CRITICAL,Sharp decline in activity (>30% drop),-0.17436412531722967,3421.0,DECLINING,Maintain current service levels; can serve as model regions
2025-11,manipur,imphal west,795132,CRITICAL,Unusual activity spike (>50% increase),-0.17432474458174874,3219.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,delhi,south west delhi,110043,CRITICAL,Unusual activity spike (>50% increase),-0.1743062536551787,4310.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,bihar,sheikhpura,811105,CRITICAL,No specific concerns,-0.17428887426926276,4468.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-12,maharashtra,palghar,401305,CRITICAL,Unusual activity spike (>50% increase),-0.17428712909643473,4000.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,haryana,sonipat,131001,CRITICAL,Unusual activity spike (>50% increase),-0.1741990241085949,3747.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,bihar,kishanganj,855108,CRITICAL,No specific concerns,-0.17415677455621004,5984.0,STABLE,Maintain current service levels; can serve as model regions
2025-12,west bengal,murshidabad,742213,CRITICAL,No specific concerns,-0.17410019268630716,4229.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-11,maharashtra,solapur,413307,CRITICAL,Unusual activity spike (>50% increase),-0.17407006081534437,4139.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,chhattisgarh,sukma,494111,CRITICAL,Unusual activity spike (>50% increase),-0.17406367454301097,4317.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,jharkhand,dhanbad,828205,CRITICAL,Unusual activity spike (>50% increase),-0.17404628498357522,2991.0,SURGING,Maintain current service levels; can serve as model regions
2025-10,west bengal,north 24 parganas,743423,CRITICAL,Sharp decline in activity (>30% drop),-0.17403104242066358,2555.0,DECLINING,Maintain current service levels; can serve as model regions
2025-11,maharashtra,solapur,413309,CRITICAL,Unusual activity spike (>50% increase),-0.17400834411996946,3412.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,chhattisgarh,korba,495445,CRITICAL,Unusual activity spike (>50% increase),-0.1739904039931125,3997.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,chhattisgarh,mahasamund,493558,CRITICAL,Unusual activity spike (>50% increase),-0.1739521385155901,4040.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,telangana,karimnagar,505001,CRITICAL,No specific concerns,-0.17378750799672404,3812.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-11,maharashtra,buldhana,443302,CRITICAL,Unusual activity spike (>50% increase),-0.1737544860663326,4315.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,kanpur nagar,208021,CRITICAL,Unusual activity spike (>50% increase),-0.1737421178382803,3337.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,uttar pradesh,budaun,243638,CRITICAL,Unusual activity spike (>50% increase),-0.17367136002804429,4210.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,maharashtra,nanded,431721,CRITICAL,Sharp decline in activity (>30% drop),-0.17364921421210866,3422.0,DECLINING,Maintain current service levels; can serve as model regions
2025-09,maharashtra,satara,412803,CRITICAL,Unusual activity spike (>50% increase),-0.17362361561819262,2402.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,maharashtra,yavatmal,445302,CRITICAL,Sharp decline in activity (>30% drop),-0.17356678957672,4045.0,DECLINING,Maintain current service levels; can serve as model regions
2025-10,bihar,madhepura,852128,CRITICAL,No specific concerns,-0.1735398857648366,4251.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-11,bihar,west champaran,845452,CRITICAL,No specific concerns,-0.17348012486568765,5064.0,STABLE,Maintain current service levels; can serve as model regions
2025-11,maharashtra,gadchiroli,441209,CRITICAL,No specific concerns,-0.17340907991100196,4511.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-09,assam,karbi anglong,782441,CRITICAL,Unusual activity spike (>50% increase),-0.17335124216410103,2177.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,kheri,262723,CRITICAL,Unusual activity spike (>50% increase),-0.17328462487457785,3238.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,bihar,sitamarhi,843324,CRITICAL,No specific concerns,-0.1732748756126874,5298.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-10,uttar pradesh,meerut,250001,CRITICAL,Sharp decline in activity (>30% drop),-0.17320904813611981,3529.0,DECLINING,Maintain current service levels; can serve as model regions
2025-11,punjab,ludhiana,141008,CRITICAL,Unusual activity spike (>50% increase),-0.17311420383282605,4053.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,maharashtra,palghar,401208,CRITICAL,Unusual activity spike (>50% increase),-0.17299721667271717,4137.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,bihar,madhubani,847408,CRITICAL,No specific concerns,-0.17299176685158002,4774.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-10,maharashtra,jalgaon,425001,CRITICAL,Sharp decline in activity (>30% drop),-0.17296274788920318,3717.0,DECLINING,Maintain current service levels; can serve as model regions
2025-12,assam,nagaon,782125,CRITICAL,Unusual activity spike (>50% increase),-0.1727586701932593,3813.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,bihar,gopalganj,841426,CRITICAL,Unusual activity spike (>50% increase),-0.17266414081477954,3509.0,SURGING,Maintain current service levels; can serve as model regions
2025-10,uttar pradesh,etah,207001,CRITICAL,Sharp decline in activity (>30% drop),-0.17258449713676582,3511.0,DECLINING,Maintain current service levels; can serve as model regions
2025-09,jharkhand,sahebganj,816102,CRITICAL,Unusual activity spike (>50% increase),-0.17254497674420433,3332.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,uttar pradesh,bareilly,262406,CRITICAL,No specific concerns,-0.17248354119645293,5039.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-12,chhattisgarh,bilaspur,495117,CRITICAL,Unusual activity spike (>50% increase),-0.17247383089530244,3932.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,rajasthan,ganganagar,335001,CRITICAL,Unusual activity spike (>50% increase),-0.17245231764342928,3465.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,bihar,west champaran,845453,CRITICAL,Unusual activity spike (>50% increase),-0.17238008834726715,3655.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,chhattisgarh,surguja,497001,CRITICAL,Unusual activity spike (>50% increase),-0.17237947668916853,5330.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttarakhand,udham singh nagar,244713,CRITICAL,Unusual activity spike (>50% increase),-0.17237631747306748,4426.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,gujarat,patan,384265,CRITICAL,Unusual activity spike (>50% increase),-0.1723375997036748,3511.0,SURGING,Maintain current service levels; can serve as model regions
2025-10,manipur,bishnupur,795133,CRITICAL,No specific concerns,-0.1722994262279114,4357.0,STABLE,Maintain current service levels; can serve as model regions
2025-11,maharashtra,thane,400604,CRITICAL,Unusual activity spike (>50% increase),-0.17228790922477244,4501.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,rampur,243701,CRITICAL,Unusual activity spike (>50% increase),-0.17228568658137922,3363.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,uttar pradesh,balrampur,271201,CRITICAL,Unusual activity spike (>50% increase),-0.17227765732845635,4376.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,uttar pradesh,gautam buddha nagar,201306,CRITICAL,Unusual activity spike (>50% increase),-0.17224594148374273,4073.0,SURGING,Maintain current service levels; can serve as model regions
2025-10,bihar,west champaran,845455,CRITICAL,Sharp decline in activity (>30% drop),-0.17220254696240989,3692.0,DECLINING,Maintain current service levels; can serve as model regions
2025-09,rajasthan,banswara,327601,CRITICAL,Unusual activity spike (>50% increase),-0.17219271499892042,3248.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,uttar pradesh,shrawasti,271831,CRITICAL,Unusual activity spike (>50% increase),-0.17214990029069843,3993.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,chhattisgarh,mungeli,495335,CRITICAL,Unusual activity spike (>50% increase),-0.17213176228220328,4449.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,bihar,muzaffarpur,843125,CRITICAL,Unusual activity spike (>50% increase),-0.1720466294072125,3635.0,SURGING,Maintain current service levels; can serve as model regions
2025-10,maharashtra,latur,413512,CRITICAL,No specific concerns,-0.17203379425405252,4081.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-05,andhra pradesh,dr. b. r. ambedkar konaseema,533255,CRITICAL,No new enrollments recorded; Unusual activity spike (>50% increase),-0.1720229300176328,569.0,SURGING,Plan for increased update demand in 3-5 years
2025-09,bihar,bhojpur,802161,CRITICAL,Unusual activity spike (>50% increase),-0.1719843471395509,2980.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,budaun,243635,CRITICAL,Unusual activity spike (>50% increase),-0.171940854268529,3511.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,tamil nadu,chennai,600021,CRITICAL,No specific concerns,-0.17190532278152004,3623.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-11,haryana,ambala,134003,CRITICAL,Unusual activity spike (>50% increase),-0.1718913266178672,3829.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,bihar,rohtas,802215,CRITICAL,Unusual activity spike (>50% increase),-0.17184872693829456,3653.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,maharashtra,pune,413102,CRITICAL,No specific concerns,-0.17180691866692444,3732.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-09,madhya pradesh,sheopur,476337,CRITICAL,Unusual activity spike (>50% increase),-0.1718017176232658,3382.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,rajasthan,dausa,303313,CRITICAL,Unusual activity spike (>50% increase),-0.17177358180585123,2981.0,SURGING,Maintain current service levels; can serve as model regions
2025-10,uttar pradesh,deoria,274001,CRITICAL,Sharp decline in activity (>30% drop),-0.1717634026266579,3458.0,DECLINING,Maintain current service levels; can serve as model regions
2025-12,chhattisgarh,durg,491111,CRITICAL,No specific concerns,-0.1717050176702586,3864.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-09,bihar,jamui,811307,CRITICAL,Unusual activity spike (>50% increase),-0.17167642082647183,3568.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,chhattisgarh,bilaspur,495001,CRITICAL,Unusual activity spike (>50% increase),-0.1716657865215201,3833.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,maharashtra,nandurbar,425412,CRITICAL,Sharp decline in activity (>30% drop),-0.1716373380169839,4194.0,DECLINING,Maintain current service levels; can serve as model regions
2025-09,maharashtra,thane,421306,CRITICAL,Unusual activity spike (>50% increase),-0.1715981690716628,4060.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,madhya pradesh,sidhi,486661,CRITICAL,No specific concerns,-0.17158497887784263,3816.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-10,madhya pradesh,sidhi,486661,CRITICAL,Sharp decline in activity (>30% drop),-0.17151474531301403,3624.0,DECLINING,Maintain current service levels; can serve as model regions
2025-12,chhattisgarh,koriya,497442,CRITICAL,Unusual activity spike (>50% increase),-0.17149281249924742,3469.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,uttar pradesh,allahabad,212402,CRITICAL,No specific concerns,-0.1714872660421911,4419.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-10,west bengal,malda,732125,CRITICAL,Sharp decline in activity (>30% drop),-0.171474121737902,3717.0,DECLINING,Maintain current service levels; can serve as model regions
2025-11,maharashtra,palghar,401606,CRITICAL,Unusual activity spike (>50% increase),-0.17145862680489032,4235.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,maharashtra,akola,444108,CRITICAL,Unusual activity spike (>50% increase),-0.17144801591866698,4160.0,SURGING,Maintain current service levels; can serve as model regions
2025-10,madhya pradesh,burhanpur,450331,CRITICAL,Sharp decline in activity (>30% drop),-0.17141022380167859,3194.0,DECLINING,Maintain current service levels; can serve as model regions
2025-11,maharashtra,aurangabad,423701,CRITICAL,Unusual activity spike (>50% increase),-0.17138619677529032,4594.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,maharashtra,washim,444505,CRITICAL,Unusual activity spike (>50% increase),-0.17135153332135988,3416.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttarakhand,haridwar,247667,CRITICAL,Unusual activity spike (>50% increase),-0.17131128731334389,3688.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,gujarat,rajkot,360004,CRITICAL,No specific concerns,-0.1712796521321357,3755.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-10,maharashtra,nandurbar,425412,CRITICAL,No specific concerns,-0.17122870636297216,4077.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,saharanpur,247341,CRITICAL,Unusual activity spike (>50% increase),-0.17122234830357552,3504.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,chhattisgarh,raigarh,496116,CRITICAL,No specific concerns,-0.17118337999658606,2927.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-12,chhattisgarh,bilaspur,495550,CRITICAL,Unusual activity spike (>50% increase),-0.1711604897630148,3671.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,maharashtra,yavatmal,445201,CRITICAL,Unusual activity spike (>50% increase),-0.17115495191395647,4019.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,bihar,araria,854333,CRITICAL,No specific concerns,-0.17114009487494264,4799.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-11,maharashtra,gondiya,441902,CRITICAL,No specific concerns,-0.17112741980862356,4811.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-09,haryana,sirsa,125055,CRITICAL,Unusual activity spike (>50% increase),-0.1710906254208131,3864.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,deoria,274204,CRITICAL,Unusual activity spike (>50% increase),-0.17108292776531242,3549.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,bihar,kaimur (bhabua),821108,CRITICAL,Unusual activity spike (>50% increase),-0.17098830493260808,3706.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,uttar pradesh,bareilly,243001,CRITICAL,Unusual activity spike (>50% increase),-0.17097192966809205,4569.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,rajasthan,alwar,301024,CRITICAL,Unusual activity spike (>50% increase),-0.17095800361153557,2937.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,jhansi,284205,CRITICAL,Unusual activity spike (>50% increase),-0.17093244241998085,3270.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,rajasthan,baran,325221,CRITICAL,Unusual activity spike (>50% increase),-0.1708091478361038,3408.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,chhattisgarh,bilaspur,495551,CRITICAL,Unusual activity spike (>50% increase),-0.17077827230426756,3284.0,SURGING,Maintain current service levels; can serve as model regions
2025-10,uttar pradesh,jaunpur,222001,CRITICAL,Sharp decline in activity (>30% drop),-0.17075500731297166,3369.0,DECLINING,Maintain current service levels; can serve as model regions
2025-12,chhattisgarh,koriya,497449,CRITICAL,Unusual activity spike (>50% increase),-0.17071157942427928,3623.0,SURGING,Maintain current service levels; can serve as model regions
2025-10,west bengal,south 24 parganas,743338,CRITICAL,No specific concerns,-0.1706958467882871,3609.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,ghazipur,233227,CRITICAL,Unusual activity spike (>50% increase),-0.17066306736958814,3377.0,SURGING,Maintain current service levels; can serve as model regions
2025-10,bihar,kishanganj,855108,CRITICAL,No specific concerns,-0.17063232459544153,4303.0,STABLE,Maintain current service levels; can serve as model regions
2025-11,bihar,east champaran,845433,CRITICAL,Unusual activity spike (>50% increase),-0.17062469121578272,4290.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,rajasthan,jaisalmer,345001,CRITICAL,No specific concerns,-0.1706172561709327,3534.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-11,haryana,jhajjar,124507,CRITICAL,Unusual activity spike (>50% increase),-0.17052417524302044,3747.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,maharashtra,beed,431515,CRITICAL,Unusual activity spike (>50% increase),-0.17050668332543428,3164.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,maharashtra,nanded,431804,CRITICAL,Sharp decline in activity (>30% drop),-0.17040791368466723,4227.0,DECLINING,Maintain current service levels; can serve as model regions
2025-09,rajasthan,sawai madhopur,322001,CRITICAL,Unusual activity spike (>50% increase),-0.17038726643029367,3224.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,bihar,saharsa,852216,CRITICAL,Unusual activity spike (>50% increase),-0.17037709016628033,3650.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,bihar,begusarai,851127,CRITICAL,Unusual activity spike (>50% increase),-0.17030752213510736,3432.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,bihar,sheohar,843329,CRITICAL,No specific concerns,-0.17026448038310604,4955.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-11,chhattisgarh,janjgir-champa,495668,CRITICAL,Unusual activity spike (>50% increase),-0.17020023924847916,4919.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,rajasthan,ganganagar,335001,CRITICAL,No specific concerns,-0.17007103062251405,3492.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-10,west bengal,nadia,741404,CRITICAL,No specific concerns,-0.17006612553904266,3277.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-12,rajasthan,churu,331403,CRITICAL,No specific concerns,-0.1699874334285879,3985.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-12,bihar,kishanganj,855117,CRITICAL,No specific concerns,-0.16996142970119021,6133.0,STABLE,Maintain current service levels; can serve as model regions
2025-11,maharashtra,gondiya,441702,CRITICAL,Unusual activity spike (>50% increase),-0.16989399220581447,3661.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,uttar pradesh,mathura,281001,CRITICAL,Unusual activity spike (>50% increase),-0.16977212861147728,3373.0,SURGING,Maintain current service levels; can serve as model regions
2025-11,delhi,north west delhi,110085,CRITICAL,Unusual activity spike (>50% increase),-0.16968246044242274,5164.0,SURGING,Maintain current service levels; can serve as model regions
2025-09,bihar,samastipur,848101,CRITICAL,Unusual activity spike (>50% increase),-0.16965552367483094,3547.0,SURGING,Maintain current service levels; can serve as model regions
2025-10,maharashtra,sangli,416416,CRITICAL,Sharp decline in activity (>30% drop),-0.16965486844636912,2942.0,DECLINING,Maintain current service levels; can serve as model regions
2025-09,maharashtra,kolhapur,416115,CRITICAL,Unusual activity spike (>50% increase),-0.16961897620019528,3069.0,SURGING,Maintain current service levels; can serve as model regions
2025-12,maharashtra,dhule,425405,CRITICAL,No specific concerns,-0.1696142229506905,4110.0,UNUSUAL,Maintain current service levels; can serve as model regions
2025-09,rajasthan,hanumangarh,335523,CRITICAL,Unusual activity spike (>50% increase),-0.16950930569189337,3662.0,SURGING,Maintain current service levels; can serve as model regions
